,0,1
0,3.790245294570923,1.1786504983901978
1,3.280719041824341,1.7184969186782837
2,2.8063952922821045,2.2078399658203125
3,2.358595371246338,2.6573784351348877
4,1.8954988718032837,3.1111955642700195
5,1.3695026636123657,3.631457567214966
6,0.9075323939323425,4.118185520172119
7,0.7691650986671448,4.309804439544678
8,0.9916354417800903,4.05590295791626
9,1.47843337059021,3.5094099044799805
10,1.9684267044067383,3.0027482509613037
11,2.4260776042938232,2.5561165809631348
12,2.8737001419067383,2.1378865242004395
13,3.3243908882141113,1.7220637798309326
14,3.8153488636016846,1.2416129112243652
15,4.267393589019775,0.7482216954231262
16,4.430680274963379,0.5162923336029053
17,4.249461650848389,0.6785523891448975
18,3.790245294570923,1.1786504983901978
19,3.280719041824341,1.7184969186782837
20,2.8063952922821045,2.2078399658203125
21,2.358595371246338,2.6573784351348877
22,1.8954988718032837,3.1111955642700195
23,1.3695026636123657,3.631457567214966
24,0.9075323939323425,4.118185520172119
25,0.7691650986671448,4.309804439544678
26,0.9916354417800903,4.05590295791626
27,1.47843337059021,3.5094099044799805
28,1.9684267044067383,3.0027482509613037
29,2.4260776042938232,2.5561165809631348
30,2.8737001419067383,2.1378865242004395
31,3.3243908882141113,1.7220637798309326
32,3.8153488636016846,1.2416129112243652
33,4.267393589019775,0.7482216954231262
34,4.430680274963379,0.5162923336029053
35,4.249461650848389,0.6785523891448975
36,3.790245294570923,1.1786504983901978
37,3.280719041824341,1.7184969186782837
38,2.8063952922821045,2.2078399658203125
39,2.358595371246338,2.6573784351348877
40,1.8954988718032837,3.1111955642700195
41,1.3695026636123657,3.631457567214966
42,0.9075323939323425,4.118185520172119
43,0.7691650986671448,4.309804439544678
44,0.9916354417800903,4.05590295791626
45,1.47843337059021,3.5094099044799805
46,1.9684267044067383,3.0027482509613037
47,2.4260776042938232,2.5561165809631348
48,2.8737001419067383,2.1378865242004395
49,3.3243908882141113,1.7220637798309326
50,3.8153488636016846,1.2416129112243652
51,4.267393589019775,0.7482216954231262
52,4.430680274963379,0.5162923336029053
53,4.249461650848389,0.6785523891448975
54,3.790245294570923,1.1786504983901978
55,3.280719041824341,1.7184969186782837
56,2.8063952922821045,2.2078399658203125
57,2.358595371246338,2.6573784351348877
58,1.8954988718032837,3.1111955642700195
59,1.3695026636123657,3.631457567214966
60,0.9075323939323425,4.118185520172119
61,0.7691650986671448,4.309804439544678
62,0.9916354417800903,4.05590295791626
63,1.47843337059021,3.5094099044799805
64,1.9684267044067383,3.0027482509613037
65,2.4260776042938232,2.5561165809631348
66,2.8737001419067383,2.1378865242004395
67,3.3243908882141113,1.7220637798309326
68,3.8153488636016846,1.2416129112243652
69,4.267393589019775,0.7482216954231262
70,4.430680274963379,0.5162923336029053
71,4.249461650848389,0.6785523891448975
72,3.790245294570923,1.1786504983901978
73,3.280719041824341,1.7184969186782837
74,2.8063952922821045,2.2078399658203125
75,2.358595371246338,2.6573784351348877
76,1.895498514175415,3.1111960411071777
77,1.3695026636123657,3.631457567214966
78,0.907532274723053,4.118185520172119
